id_instancia,modelo,dataset,abordagem,status,resposta_final_extraida,referencia_curta,veredito_deterministico,exact_match,numeric_match,symbolic_equivalence,metrica_deterministica,fonte_avaliacao_recomendada,necessita_llm_juiz,arquivo_origem
arc_0964,gemma4:e4b,ARC-Challenge,gflow,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
arc_0964,gemma4:e4b,ARC-Challenge,for,ok,D,D,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
arc_1035,gemma4:e4b,ARC-Challenge,base,ok,B,B,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
arc_1035,gemma4:e4b,ARC-Challenge,cot,ok,B,B,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
arc_1035,gemma4:e4b,ARC-Challenge,gflow,ok,B,B,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
arc_1035,gemma4:e4b,ARC-Challenge,for,ok,B,B,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
arc_1080,gemma4:e4b,ARC-Challenge,base,ok,B,A,0,0,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
arc_1080,gemma4:e4b,ARC-Challenge,cot,ok,A,A,1,1,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
arc_1080,gemma4:e4b,ARC-Challenge,gflow,ok,B,A,0,0,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
arc_1080,gemma4:e4b,ARC-Challenge,for,ok,B,A,0,0,,,multiple_choice_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0072,gemma4:e4b,GSM8K,base,ok,$221,221,1,0,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0072,gemma4:e4b,GSM8K,cot,ok,$221,221,1,0,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0072,gemma4:e4b,GSM8K,gflow,ok,221,221,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0072,gemma4:e4b,GSM8K,for,ok,221,221,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0226,gemma4:e4b,GSM8K,base,ok,33,33,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0226,gemma4:e4b,GSM8K,cot,ok,33,33,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0226,gemma4:e4b,GSM8K,gflow,ok,33,33,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0226,gemma4:e4b,GSM8K,for,ok,33,33,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0464,gemma4:e4b,GSM8K,base,ok,6,6,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0464,gemma4:e4b,GSM8K,cot,ok,6,6,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0464,gemma4:e4b,GSM8K,gflow,ok,6,6,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0464,gemma4:e4b,GSM8K,for,ok,6,6,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0666,gemma4:e4b,GSM8K,base,ok,$120,120,1,0,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0666,gemma4:e4b,GSM8K,cot,ok,$120,120,1,0,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0666,gemma4:e4b,GSM8K,gflow,ok,120,120,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0666,gemma4:e4b,GSM8K,for,ok,120,120,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0743,gemma4:e4b,GSM8K,base,ok,8,8,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0743,gemma4:e4b,GSM8K,cot,ok,8,8,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0743,gemma4:e4b,GSM8K,gflow,ok,8,8,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0743,gemma4:e4b,GSM8K,for,ok,8,8,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0819,gemma4:e4b,GSM8K,base,ok,"$6,250","6,250",1,0,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0819,gemma4:e4b,GSM8K,cot,ok,6250,"6,250",1,0,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0819,gemma4:e4b,GSM8K,gflow,ok,"$6,250","6,250",1,0,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0819,gemma4:e4b,GSM8K,for,ok,"$6,250","6,250",1,0,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0833,gemma4:e4b,GSM8K,base,ok,40,40,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0833,gemma4:e4b,GSM8K,cot,ok,40,40,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0833,gemma4:e4b,GSM8K,gflow,ok,40,40,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0833,gemma4:e4b,GSM8K,for,ok,40,40,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0998,gemma4:e4b,GSM8K,base,ok,50,50,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0998,gemma4:e4b,GSM8K,cot,ok,50,50,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0998,gemma4:e4b,GSM8K,gflow,ok,50,50,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_0998,gemma4:e4b,GSM8K,for,ok,50,50,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_1052,gemma4:e4b,GSM8K,base,ok,110,110,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_1052,gemma4:e4b,GSM8K,cot,ok,110,110,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_1052,gemma4:e4b,GSM8K,gflow,ok,110,110,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_1052,gemma4:e4b,GSM8K,for,ok,110,110,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_1300,gemma4:e4b,GSM8K,base,ok,$120,120,1,0,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_1300,gemma4:e4b,GSM8K,cot,ok,120,120,1,1,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_1300,gemma4:e4b,GSM8K,gflow,ok,$120,120,1,0,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
gsm8k_1300,gemma4:e4b,GSM8K,for,ok,$120,120,1,0,1,,numeric_match,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\gsm8k_arc\rodada_20260623_123309\resultados_gsm8k_arc.json
matharena_0138,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,5,x=5,1,0,1,,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0138,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,5,x=5,1,0,1,,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0138,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,5,x=5,1,0,1,,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0138,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,5,x=5,1,0,1,,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0236,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,10455,10455,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0236,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,10455,10455,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0236,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,10455,10455,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0236,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,10455,10455,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0390,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,200,200,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0390,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,200,200,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0390,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,200,200,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0390,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,200,200,1,1,1,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0451,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,90 - \frac{25\pi}{2},90 - \frac{25}{2}\pi,1,0,,1,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0451,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,,90 - \frac{25}{2}\pi,,0,,,symbolic_equivalence,llm_juiz_fallback,True,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0451,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,$(x-2)(5),90 - \frac{25}{2}\pi,,0,,,symbolic_equivalence,llm_juiz_fallback,True,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0451,gemma4:e4b,EleutherAI/hendrycks_math,for,ok,,90 - \frac{25}{2}\pi,,0,,,symbolic_equivalence,llm_juiz_fallback,True,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0594,gemma4:e4b,EleutherAI/hendrycks_math,base,ok,\frac{512}{59049},\frac{1}{64},0,0,,0,symbolic_equivalence,deterministica,False,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0594,gemma4:e4b,EleutherAI/hendrycks_math,cot,ok,$$a+c = k \cdot 4,\frac{1}{64},,0,,,symbolic_equivalence,llm_juiz_fallback,True,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
matharena_0594,gemma4:e4b,EleutherAI/hendrycks_math,gflow,ok,"We analyze the optimization problem by considering cases where one variable is zero, as this often reveals the maximum for such polynomial forms. Since $a$ is a factor, if $a=0$, then $f=0",\frac{1}{64},,0,,,symbolic_equivalence,llm_juiz_fallback,True,D:\unesp\SLM_gemma4-prompting-evaluation\resultados\rodada_20260623_123306\geracao\hendrycks_math\rodada_20260623_124617\resultados_hendrycks_math.json
